key_id;player_id;lastname;name;birth_date;goal_keeper;defender;midfielder;forward;count_tournaments;list_tournaments;player_wikipedia_link
3047;P-06465;Hannich;Péter;30/03/1957;0;0;1;0;1;1986;https://en.wikipedia.org/wiki/P%C3%A9ter_Hannich
3048;P-01771;Hansen;Alan;13/06/1955;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/Alan_Hansen
3049;P-09967;Hansen;Sigurd;23/06/1913;0;0;1;0;1;1938;https://en.wikipedia.org/wiki/Sigurd_Hansen_(footballer)
3050;P-00622;Hansson;Knut;09/05/1911;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/Knut_Hansson
3051;P-07746;Hansson;Petter;14/12/1976;0;1;0;0;1;2006;https://en.wikipedia.org/wiki/Petter_Hansson
3052;P-00961;Hantzidis;Minas;04/07/1966;0;0;1;0;1;1994;https://en.wikipedia.org/wiki/Minas_Hantzidis
3053;P-07692;Hao;Haidong;09/05/1970;0;0;0;1;1;2002;https://en.wikipedia.org/wiki/Hao_Haidong
3054;P-02616;Happel;Ernst;29/11/1925;0;1;0;0;2;1954, 1958;https://en.wikipedia.org/wiki/Ernst_Happel
3055;P-04949;Happich;Günther;28/01/1952;0;0;1;0;1;1978;https://en.wikipedia.org/wiki/G%C3%BCnther_Happich
3056;P-03878;Haraguchi;Genki;09/05/1991;0;0;1;0;1;2018;https://en.wikipedia.org/wiki/Genki_Haraguchi
3057;P-03151;Haraldsson;Ingemar;03/02/1928;1;0;0;0;1;1958;https://en.wikipedia.org/wiki/Ingemar_Haraldsson
3058;P-09626;Harding;Dave;14/08/1946;0;1;0;0;1;1974;https://en.wikipedia.org/wiki/Dave_Harding
3059;P-08119;Hargreaves;Owen;20/01/1981;0;0;1;0;2;2002, 2006;https://en.wikipedia.org/wiki/Owen_Hargreaves
3060;P-09599;Haringer;Sigmund;09/12/1908;0;1;0;0;1;1934;https://en.wikipedia.org/wiki/Sigmund_Haringer
3061;P-01116;Harit;Amine;18/06/1997;0;0;1;0;1;2018;https://en.wikipedia.org/wiki/Amine_Harit
3062;P-05349;Harker;Al;11/04/1910;0;1;0;0;1;1934;https://en.wikipedia.org/wiki/Al_Harker
3063;P-00125;Harkes;John;08/03/1967;0;0;1;0;2;1990, 1994;https://en.wikipedia.org/wiki/John_Harkes
3064;P-03913;Harkouk;Rachid;16/05/1956;0;0;0;1;1;1986;https://en.wikipedia.org/wiki/Rachid_Harkouk
3065;P-01674;Harper;Joe;11/01/1948;0;0;0;1;1;1978;https://en.wikipedia.org/wiki/Joe_Harper_(footballer)
3066;P-03628;Hart;Joe;19/04/1987;1;0;0;0;2;2010, 2014;https://en.wikipedia.org/wiki/Joe_Hart
3067;P-04670;Harte;Ian;31/08/1977;0;1;0;0;1;2002;https://en.wikipedia.org/wiki/Ian_Harte
3068;P-04739;Hartford;Asa;24/10/1950;0;0;1;0;2;1978, 1982;https://en.wikipedia.org/wiki/Asa_Hartford
3069;P-03196;Harting;Jan;not available;0;1;0;0;1;1938;https://en.wikipedia.org/wiki/Jan_Harting
3070;P-00190;Haruna;Lukman;04/12/1990;0;0;1;0;1;2010;https://en.wikipedia.org/wiki/Lukman_Haruna
3071;P-01543;Harvey;David;07/02/1948;1;0;0;0;1;1974;https://en.wikipedia.org/wiki/David_Harvey_(footballer)
3072;P-08170;Hasebe;Makoto;18/01/1984;0;0;1;0;3;2010, 2014, 2018;https://en.wikipedia.org/wiki/Makoto_Hasebe
3073;P-00477;Hašek;Ivan;06/09/1963;0;0;1;0;1;1990;https://en.wikipedia.org/wiki/Ivan_Ha%C5%A1ek
3074;P-07285;Hashemian;Vahid;21/07/1976;0;0;0;1;1;2006;https://en.wikipedia.org/wiki/Vahid_Hashemian
3075;P-08564;Hashim;Natiq;15/01/1960;0;0;1;0;1;1986;https://en.wikipedia.org/wiki/Natiq_Hashim
3076;P-03338;Hasni;Mokhtar;19/03/1952;0;0;0;1;1;1978;https://en.wikipedia.org/wiki/Mokhtar_Hasni
3077;P-09688;Hassan;Abdulqadir;15/04/1962;1;0;0;0;1;1990;https://en.wikipedia.org/wiki/Abdulqadir_Hassan
3078;P-02262;Hassan;Hossam;10/08/1966;0;0;0;1;1;1990;https://en.wikipedia.org/wiki/Hossam_Hassan
3079;P-04802;Hassan;Ibrahim;10/08/1966;0;1;0;0;1;1990;https://en.wikipedia.org/wiki/Ibrahim_Hassan
3080;P-09433;Hassan;Mohammed;05/02/1905;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Mohammed_Hassan_(footballer,_born_1905)
3081;P-08717;Hasselbaink;Jimmy Floyd;27/03/1972;0;0;0;1;1;1998;https://en.wikipedia.org/wiki/Jimmy_Floyd_Hasselbaink
3082;P-06697;Hassen;Mouez;05/03/1995;1;0;0;0;1;2018;https://en.wikipedia.org/wiki/Mouez_Hassen
3083;P-08408;Häßler;Thomas;30/05/1966;0;0;1;0;3;1990, 1994, 1998;https://en.wikipedia.org/wiki/Thomas_H%C3%A4%C3%9Fler
3084;P-01443;Hassmann;Josef;21/05/1910;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Josef_Hassmann
3085;P-00288;Hateley;Mark;07/11/1961;0;0;0;1;1;1986;https://en.wikipedia.org/wiki/Mark_Hateley
3086;P-08863;Hattenberger;Roland;07/12/1948;0;0;1;0;2;1978, 1982;https://en.wikipedia.org/wiki/Roland_Hattenberger
3087;P-03007;Hattori;Toshihiro;23/09/1973;0;1;1;0;2;1998, 2002;https://en.wikipedia.org/wiki/Toshihiro_Hattori
3088;P-04229;Haummer;Walter;22/11/1928;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Walter_Haummer
3089;P-06762;Hausser;Gérard;18/03/1939;0;0;0;1;1;1966;https://en.wikipedia.org/wiki/G%C3%A9rard_Hausser
3090;P-09798;Havutçu;Tayfur;23/04/1970;0;0;1;0;1;2002;https://en.wikipedia.org/wiki/Tayfur_Havut%C3%A7u
3091;P-03566;Hawsawi;Motaz;17/02/1992;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Motaz_Hawsawi
3092;P-00504;Hawsawi;Omar;27/09/1985;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Omar_Hawsawi
3093;P-08453;Hawsawi;Osama;31/03/1984;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Osama_Hawsawi
3094;P-03114;Hay;David;29/01/1948;0;0;1;0;1;1974;https://en.wikipedia.org/wiki/David_Hay
3095;P-06181;Haynes;Johnny;17/10/1934;0;0;0;1;3;1954, 1958, 1962;https://en.wikipedia.org/wiki/Johnny_Haynes
3096;P-04214;Hazard;Eden;07/01/1991;0;0;1;1;2;2014, 2018;https://en.wikipedia.org/wiki/Eden_Hazard
3097;P-04784;Hazard;Thorgan;29/03/1993;0;0;1;0;1;2018;https://en.wikipedia.org/wiki/Thorgan_Hazard
3098;P-09132;Hazzaz;Mohammed;30/11/1944;1;0;0;0;1;1970;https://en.wikipedia.org/wiki/Mohammed_Hazzaz
3099;P-04524;Healy;Felix;27/09/1955;0;0;0;1;1;1982;https://en.wikipedia.org/wiki/Felix_Healy
3100;P-09438;Hector;Jonas;27/05/1990;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Jonas_Hector
3101;P-08889;Hedman;Magnus;19/03/1973;1;0;0;0;2;1994, 2002;https://en.wikipedia.org/wiki/Magnus_Hedman
3102;P-04035;Hegazi;Ahmed;25/01/1991;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Ahmed_Hegazi_(footballer)
3103;P-07949;Heggem;Vegard;13/07/1975;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Vegard_Heggem
3104;P-03488;Heidemann;Matthias;07/02/1912;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Matthias_Heidemann
3105;P-04250;Heinrich;Jörg;06/12/1969;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/J%C3%B6rg_Heinrich
3106;P-00170;Heintze;Jan;17/08/1963;0;1;0;0;2;1998, 2002;https://en.wikipedia.org/wiki/Jan_Heintze
3107;P-01303;Heinz;Marek;04/08/1977;0;0;0;1;1;2006;https://en.wikipedia.org/wiki/Marek_Heinz
3108;P-06528;Heinze;Gabriel;19/04/1978;0;1;0;0;2;2006, 2010;https://en.wikipedia.org/wiki/Gabriel_Heinze
3109;P-01176;Heisserer;Oscar;18/07/1914;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/Oscar_Heisserer
3110;P-01531;Heitinga;John;15/11/1983;0;1;0;0;2;2006, 2010;https://en.wikipedia.org/wiki/John_Heitinga
3111;P-09813;Hejazi;Nasser;14/12/1949;1;0;0;0;1;1978;https://en.wikipedia.org/wiki/Nasser_Hejazi
3112;P-09814;Hejduk;Frankie;05/08/1974;0;1;1;0;2;1998, 2002;https://en.wikipedia.org/wiki/Frankie_Hejduk
3113;P-07072;Helander;Filip;22/04/1993;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Filip_Helander
3114;P-00407;Held;Sigfried;07/08/1942;0;0;0;1;2;1966, 1970;https://en.wikipedia.org/wiki/Sigfried_Held
3115;P-05208;Helguera;Iván;18/03/1975;0;0;1;0;1;2002;https://en.wikipedia.org/wiki/Iv%C3%A1n_Helguera
3116;P-07499;Hellemans;August;14/09/1907;0;0;1;0;2;1930, 1934;https://en.wikipedia.org/wiki/August_Hellemans
3117;P-02953;Hellström;Ronnie;21/02/1949;1;0;0;0;3;1970, 1974, 1978;https://en.wikipedia.org/wiki/Ronnie_Hellstr%C3%B6m
3118;P-00142;Helmer;Thomas;21/04/1965;0;1;0;0;2;1994, 1998;https://en.wikipedia.org/wiki/Thomas_Helmer
3119;P-03299;Helveg;Thomas;24/06/1971;0;1;0;0;2;1998, 2002;https://en.wikipedia.org/wiki/Thomas_Helveg
3120;P-00462;Hemele;Otto;22/01/1926;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Otto_Hemele
3121;P-07025;Henderson;Chris;11/12/1970;0;0;1;0;1;1990;https://en.wikipedia.org/wiki/Chris_Henderson
3122;P-05572;Henderson;Jackie;17/01/1932;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Jackie_Henderson
3123;P-05632;Henderson;Jordan;17/06/1990;0;0;1;0;2;2014, 2018;https://en.wikipedia.org/wiki/Jordan_Henderson
3124;P-02364;Hendry;Colin;07/12/1965;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Colin_Hendry
3125;P-00858;Henriksen;Kristian;03/03/1911;0;0;1;0;1;1938;https://en.wikipedia.org/wiki/Kristian_Henriksen
3126;P-09922;Henriksen;René;27/08/1969;0;1;0;0;2;1998, 2002;https://en.wikipedia.org/wiki/Ren%C3%A9_Henriksen
3127;P-01177;Henrique;not applicable;14/10/1986;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Henrique_(footballer,_born_October_1986)
3128;P-03729;Henrique;Paulo;05/01/1943;0;1;0;0;1;1966;https://en.wikipedia.org/wiki/Paulo_Henrique_Souza_de_Oliveira
3129;P-05153;Henry;Paul;06/09/1912;0;0;1;0;1;1938;https://en.wikipedia.org/wiki/Paul_Henry_(Belgian_footballer)
3130;P-06999;Henry;Thierry;17/08/1977;0;0;0;1;4;1998, 2002, 2006, 2010;https://en.wikipedia.org/wiki/Thierry_Henry
3131;P-07227;Heraf;Andreas;10/09/1967;0;0;1;0;1;1998;https://en.wikipedia.org/wiki/Andreas_Heraf
3132;P-07066;Herbert;Ricki;10/04/1961;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/Ricki_Herbert
3133;P-03983;Herbet;Yves;17/08/1945;0;0;1;0;1;1966;https://en.wikipedia.org/wiki/Yves_Herbet
3134;P-09758;Herbin;Robert;30/03/1939;0;0;1;0;1;1966;https://en.wikipedia.org/wiki/Robert_Herbin
3135;P-02880;Hércules;not applicable;02/07/1912;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/H%C3%A9rcules_de_Miranda
3136;P-01122;Heredia;Olaf;19/10/1957;1;0;0;0;1;1986;https://en.wikipedia.org/wiki/Olaf_Heredia
3137;P-08315;Heredia;Ramón;26/02/1951;0;1;0;0;1;1974;https://en.wikipedia.org/wiki/Ram%C3%B3n_Heredia
3138;P-05583;Heremans;Albert;13/04/1906;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Albert_Heremans
3139;P-08657;Herget;Matthias;14/11/1955;0;1;0;0;1;1986;https://en.wikipedia.org/wiki/Matthias_Herget
3140;P-08996;Herkenrath;Fritz;09/09/1928;1;0;0;0;1;1958;https://en.wikipedia.org/wiki/Fritz_Herkenrath
3141;P-08196;Hermann;Günter;05/12/1960;0;0;1;0;1;1990;https://en.wikipedia.org/wiki/G%C3%BCnter_Hermann
3142;P-04154;Hermógenes;not applicable;04/11/1908;0;1;0;0;1;1930;https://en.wikipedia.org/wiki/Herm%C3%B3genes_Fonseca
3143;P-08815;Hermosillo;Carlos;24/08/1964;0;0;0;1;2;1986, 1994;https://en.wikipedia.org/wiki/Carlos_Hermosillo
3144;P-09409;Hernandez;Lucas;14/02/1996;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Lucas_Hernandez
3145;P-00074;Hernández;Abel;08/08/1990;0;0;0;1;1;2014;https://en.wikipedia.org/wiki/Abel_Hern%C3%A1ndez
3146;P-08819;Hernández;Alfredo;18/06/1935;0;0;1;1;2;1958, 1962;https://en.wikipedia.org/wiki/Alfredo_Hern%C3%A1ndez_(footballer,_born_1935)
3147;P-03144;Hernández;Carlos;09/04/1982;0;0;1;0;1;2006;https://en.wikipedia.org/wiki/Carlos_Hern%C3%A1ndez_(footballer,_born_1982)
3148;P-09269;Hernández;Eduardo;31/01/1958;1;0;0;0;1;1982;https://en.wikipedia.org/wiki/Eduardo_Hern%C3%A1ndez
3149;P-02691;Hernández;Ever;11/12/1958;0;0;0;1;1;1982;https://en.wikipedia.org/wiki/Ever_Hern%C3%A1ndez
3150;P-03263;Hernández;Francisco;16/01/1924;0;0;1;0;1;1950;https://en.wikipedia.org/wiki/Francisco_Hern%C3%A1ndez_(Mexican_footballer)
3151;P-04709;Hernández;Guillermo;25/06/1942;0;1;0;0;2;1966, 1970;https://en.wikipedia.org/wiki/Guillermo_Hern%C3%A1ndez_(footballer)
3152;P-07709;Hernández;Héctor;06/12/1935;0;0;0;1;1;1962;https://en.wikipedia.org/wiki/H%C3%A9ctor_Hern%C3%A1ndez_(footballer,_born_1935)
3153;P-07004;Hernández;Javier;01/08/1961;0;0;1;0;1;1986;https://en.wikipedia.org/wiki/Javier_Hern%C3%A1ndez_(footballer_born_1961)
3154;P-07104;Hernández;Javier;01/06/1988;0;0;0;1;3;2010, 2014, 2018;https://en.wikipedia.org/wiki/Javier_Hern%C3%A1ndez
3155;P-07147;Hernández;Luis;22/12/1968;0;0;0;1;2;1998, 2002;https://en.wikipedia.org/wiki/Luis_Hern%C3%A1ndez_(footballer,_born_1968)
3156;P-00202;Hernández;Patricio;16/08/1956;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Patricio_Hern%C3%A1ndez
3157;P-00282;Hernández;Rosendo;01/03/1921;0;0;0;1;1;1950;https://en.wikipedia.org/wiki/Rosendo_Hern%C3%A1ndez
3158;P-03841;Hernández;Rubén Darío;19/02/1965;0;0;0;1;1;1990;https://en.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo_Hern%C3%A1ndez
3159;P-04773;Hernanes;not applicable;29/05/1985;0;0;1;0;1;2014;https://en.wikipedia.org/wiki/Hernanes
3160;P-09884;Herpoel;Frédéric;16/08/1974;1;0;0;0;1;2002;https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Herpoel
3161;P-08240;Herr;Dominique;25/10/1965;0;0;1;0;1;1994;https://en.wikipedia.org/wiki/Dominique_Herr
3162;P-07156;Herrera;Héctor;19/04/1990;0;1;1;0;2;2014, 2018;https://en.wikipedia.org/wiki/H%C3%A9ctor_Herrera
3163;P-06847;Herrera;Johnny;09/05/1981;1;0;0;0;1;2014;https://en.wikipedia.org/wiki/Johnny_Herrera_(footballer)
3164;P-07311;Herrera;José Oscar;17/06/1965;0;1;0;0;1;1990;https://en.wikipedia.org/wiki/Jos%C3%A9_Oscar_Herrera
3165;P-05574;Herrera;Luis Fernando;12/06/1962;0;1;0;0;2;1990, 1994;https://en.wikipedia.org/wiki/Luis_Fernando_Herrera
3166;P-07990;Herrmann;Günther;01/09/1939;0;0;1;0;1;1962;https://en.wikipedia.org/wiki/G%C3%BCnther_Herrmann_(footballer)
3167;P-02291;Herrmann;Richard;28/01/1923;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Richard_Herrmann
3168;P-09075;Hertl;Jan;23/01/1929;0;0;1;1;2;1954, 1958;https://en.wikipedia.org/wiki/Jan_Hertl
3169;P-05545;Herzog;Andi;10/09/1968;0;0;1;0;2;1990, 1998;https://en.wikipedia.org/wiki/Andi_Herzog
3170;P-08022;Herzog;Dieter;15/07/1946;0;0;1;0;1;1974;https://en.wikipedia.org/wiki/Dieter_Herzog
3171;P-02832;Heskey;Emile;11/01/1978;0;0;0;1;2;2002, 2010;https://en.wikipedia.org/wiki/Emile_Heskey
3172;P-06599;Hesp;Ruud;31/10/1965;1;0;0;0;1;1998;https://en.wikipedia.org/wiki/Ruud_Hesp
3173;P-02390;Hewie;John;13/12/1927;0;1;0;0;1;1958;https://en.wikipedia.org/wiki/John_Hewie
3174;P-00281;Hewitt;Ron;21/06/1928;0;0;0;1;1;1958;https://en.wikipedia.org/wiki/Ron_Hewitt_(footballer,_born_1928)
3175;P-06895;Heydari;Khosro;14/09/1983;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Khosro_Heydari
3176;P-00773;Heylens;Georges;08/08/1941;0;1;0;0;1;1970;https://en.wikipedia.org/wiki/Georges_Heylens
3177;P-06270;Heynckes;Jupp;09/05/1945;0;0;0;1;1;1974;https://en.wikipedia.org/wiki/Jupp_Heynckes
3178;P-04649;Hickersberger;Josef;27/04/1948;0;0;1;0;1;1978;https://en.wikipedia.org/wiki/Josef_Hickersberger
3179;P-07237;Hicks;Ramón;30/05/1959;0;0;0;1;1;1986;https://en.wikipedia.org/wiki/Ram%C3%B3n_Hicks
3180;P-09699;Hidegkuti;Nándor;03/03/1922;0;0;0;1;2;1954, 1958;https://en.wikipedia.org/wiki/N%C3%A1ndor_Hidegkuti
3181;P-00897;Hiden;Martin;11/03/1973;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Martin_Hiden
3182;P-00585;Hiele;Joop;25/12/1958;1;0;0;0;1;1990;https://en.wikipedia.org/wiki/Joop_Hiele
3183;P-02281;Hieronymus;Holger;22/02/1959;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/Holger_Hieronymus
3184;P-01968;Hierro;Fernando;23/03/1968;0;1;1;0;4;1990, 1994, 1998, 2002;https://en.wikipedia.org/wiki/Fernando_Hierro
3185;P-00632;Higashiguchi;Masaaki;12/05/1986;1;0;0;0;1;2018;https://en.wikipedia.org/wiki/Masaaki_Higashiguchi
3186;P-00300;Higuaín;Gonzalo;10/12/1987;0;0;0;1;3;2010, 2014, 2018;https://en.wikipedia.org/wiki/Gonzalo_Higua%C3%ADn
3187;P-00580;Higuita;René;27/08/1966;1;0;0;0;1;1990;https://en.wikipedia.org/wiki/Ren%C3%A9_Higuita
3188;P-00078;Hilario;not applicable;08/12/1905;0;0;1;0;1;1934;https://en.wikipedia.org/wiki/Juan_Hilario_Marrero
3189;P-01735;Hilário;not applicable;19/03/1939;0;0;1;0;1;1966;https://en.wikipedia.org/wiki/Hil%C3%A1rio_Concei%C3%A7%C3%A3o
3190;P-06982;Hildebrand;Timo;05/04/1979;1;0;0;0;1;2006;https://en.wikipedia.org/wiki/Timo_Hildebrand
3191;P-06992;Hiljemark;Oscar;28/06/1992;0;0;1;0;1;2018;https://en.wikipedia.org/wiki/Oscar_Hiljemark
3192;P-00851;Hill;John;07/01/1950;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/John_Hill_(New_Zealand_footballer)
3193;P-03157;Hintermaier;Reinhold;14/02/1956;0;0;1;0;1;1982;https://en.wikipedia.org/wiki/Reinhold_Hintermaier
3194;P-07585;Hipólito;Mário;01/06/1985;1;0;0;0;1;2006;https://en.wikipedia.org/wiki/M%C3%A1rio_Hip%C3%B3lito
3195;P-07611;Hirano;Takashi;15/07/1974;0;0;1;0;1;1998;https://en.wikipedia.org/wiki/Takashi_Hirano
3196;P-02929;Hislop;Shaka;22/02/1969;1;0;0;0;1;2006;https://en.wikipedia.org/wiki/Shaka_Hislop
3197;P-00121;Hitchens;Gerry;08/10/1934;0;0;0;1;1;1962;https://en.wikipedia.org/wiki/Gerry_Hitchens
3198;P-04101;Hitzlsperger;Thomas;05/04/1982;0;0;1;0;1;2006;https://en.wikipedia.org/wiki/Thomas_Hitzlsperger
3199;P-02267;Hjulian;Julius;15/03/1903;1;0;0;0;1;1934;https://en.wikipedia.org/wiki/Julius_Hjulian
3200;P-01826;Hlaváček;Ladislav;26/06/1925;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Ladislav_Hlav%C3%A1%C4%8Dek
3201;P-08523;Hledík;Jiří;19/04/1929;0;0;1;0;1;1954;https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Hled%C3%ADk
3202;P-04776;Hmied;Salahdine;01/09/1961;1;0;0;0;1;1986;https://en.wikipedia.org/wiki/Salahdine_Hmied
3203;P-08389;Hnatow;Kazimir;09/01/1929;0;0;1;0;1;1958;https://en.wikipedia.org/wiki/Kazimir_Hnatow
3204;P-06551;Hochsträsser;Erwin;not available;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Erwin_Hochstr%C3%A4sser
3205;P-01104;Hoddle;Glenn;27/10/1957;0;0;1;0;2;1982, 1986;https://en.wikipedia.org/wiki/Glenn_Hoddle
3206;P-00827;Hodge;Roberto;30/07/1944;0;0;1;0;1;1966;https://en.wikipedia.org/wiki/Roberto_Hodge
3207;P-06975;Hodge;Steve;25/10/1962;0;0;1;0;2;1986, 1990;https://en.wikipedia.org/wiki/Steve_Hodge
3208;P-05618;Hodgkinson;Alan;16/08/1936;1;0;0;0;2;1958, 1962;https://en.wikipedia.org/wiki/Alan_Hodgkinson
3209;P-09746;Hoeneß;Dieter;07/01/1953;0;0;0;1;1;1986;https://en.wikipedia.org/wiki/Dieter_Hoene%C3%9F
3210;P-09543;Hoeneß;Uli;05/01/1952;0;0;0;1;1;1974;https://en.wikipedia.org/wiki/Uli_Hoene%C3%9F
3211;P-08802;Hoffmann;Martin;22/03/1955;0;0;0;1;1;1974;https://en.wikipedia.org/wiki/Martin_Hoffmann_(footballer)
3212;P-02509;Hoffmann;Rudi;11/02/1935;0;0;1;0;1;1958;https://en.wikipedia.org/wiki/Rudi_Hoffmann
3213;P-08884;Hoffmann;Sylvio;15/05/1908;0;1;0;0;1;1934;https://en.wikipedia.org/wiki/Sylvio_Hoffmann
3214;P-05639;Hofmann;Leopold;31/10/1905;0;0;1;0;1;1934;https://en.wikipedia.org/wiki/Leopold_Hofmann_(footballer)
3215;P-09330;Hoftun;Erik;03/03/1969;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Erik_Hoftun
3216;P-00879;Hogenbirk;Frans;18/03/1919;0;0;1;0;1;1938;https://en.wikipedia.org/wiki/Frans_Hogenbirk
3217;P-05760;Høgh;Jes;07/05/1966;0;1;0;0;1;1998;https://en.wikipedia.org/wiki/Jes_H%C3%B8gh
3218;P-08743;Høgh;Lars;14/01/1959;1;0;0;0;1;1986;https://en.wikipedia.org/wiki/Lars_H%C3%B8gh
3219;P-07520;Hohberg;Juan;08/10/1926;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Juan_Hohberg
3220;P-04731;Hohmann;Karl;18/06/1908;0;0;1;0;1;1934;https://en.wikipedia.org/wiki/Karl_Hohmann
3221;P-02395;Holden;Stuart;01/08/1985;0;0;1;0;1;2010;https://en.wikipedia.org/wiki/Stuart_Holden
3222;P-05863;Holebas;José;27/06/1984;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Jos%C3%A9_Holebas
3223;P-01372;Holland;James;15/05/1989;0;0;1;0;1;2014;https://en.wikipedia.org/wiki/James_Holland_(soccer)
3224;P-09369;Holland;Matt;11/04/1974;0;0;1;0;1;2002;https://en.wikipedia.org/wiki/Matt_Holland
3225;P-04940;Holman;Brett;27/03/1984;0;0;0;1;1;2010;https://en.wikipedia.org/wiki/Brett_Holman
3226;P-08785;Holmberg;Carl-Erik;17/07/1906;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Carl-Erik_Holmberg
3227;P-07747;Holmberg;Rolf;24/08/1914;0;0;1;0;1;1938;https://en.wikipedia.org/wiki/Rolf_Holmberg
3228;P-01601;Holmsen;Øivind;28/04/1912;0;1;0;0;1;1938;https://en.wikipedia.org/wiki/%C3%98ivind_Holmsen
3229;P-08470;Hološko;Filip;17/01/1984;0;0;0;1;1;2010;https://en.wikipedia.org/wiki/Filip_Holo%C5%A1ko
3230;P-00127;Holton;Jim;11/04/1951;0;1;0;0;1;1974;https://en.wikipedia.org/wiki/Jim_Holton
3231;P-03861;Hölzenbein;Bernd;09/03/1946;0;0;0;1;2;1974, 1978;https://en.wikipedia.org/wiki/Bernd_H%C3%B6lzenbein
3232;P-04468;Honda;Keisuke;13/06/1986;0;0;1;0;3;2010, 2014, 2018;https://en.wikipedia.org/wiki/Keisuke_Honda
3233;P-05257;Hong;Chul;17/09/1990;0;1;0;0;1;2018;https://en.wikipedia.org/wiki/Hong_Chul
3234;P-00349;Hong;Deok-young;05/05/1921;1;0;0;0;1;1954;https://en.wikipedia.org/wiki/Hong_Deok-young
3235;P-09551;Hong;Jeong-ho;12/08/1989;0;1;0;0;1;2014;https://en.wikipedia.org/wiki/Hong_Jeong-ho
3236;P-04298;Hong;Myung-bo;12/02/1969;0;1;0;0;4;1990, 1994, 1998, 2002;https://en.wikipedia.org/wiki/Hong_Myung-bo
3237;P-09383;Hong;Yong-jo;22/05/1982;0;0;0;1;1;2010;https://en.wikipedia.org/wiki/Hong_Yong-jo
3238;P-04163;Hooper;Harry;14/06/1933;0;0;0;1;1;1954;https://en.wikipedia.org/wiki/Harry_Hooper_(footballer_born_1933)
3239;P-08202;Hopkins;Mel;07/11/1934;0;1;0;0;1;1958;https://en.wikipedia.org/wiki/Mel_Hopkins
3240;P-09829;Hopkinson;Eddie;29/10/1935;1;0;0;0;1;1958;https://en.wikipedia.org/wiki/Eddie_Hopkinson
3241;P-07253;Horak;Walter;01/06/1931;0;0;0;1;1;1958;https://en.wikipedia.org/wiki/Walter_Horak
3242;P-04042;Horák;Václav;27/09/1912;0;0;0;1;1;1938;https://en.wikipedia.org/wiki/V%C3%A1clav_Hor%C3%A1k
3243;P-08912;Hornig;Heinz;28/09/1937;0;0;0;1;1;1966;https://en.wikipedia.org/wiki/Heinz_Hornig
3244;P-07696;Horr;Abdelkader;10/11/1953;0;1;0;0;1;1982;https://en.wikipedia.org/wiki/Abdelkader_Horr
3245;P-03320;Hörtnagl;Alfred;24/09/1966;0;0;1;0;1;1990;https://en.wikipedia.org/wiki/Alfred_H%C3%B6rtnagl
3246;P-06792;Horvat;Ivica;16/07/1926;0;1;0;0;2;1950, 1954;https://en.wikipedia.org/wiki/Ivica_Horvat
3247;P-08559;Horvath;Johann;20/05/1903;0;0;0;1;1;1934;https://en.wikipedia.org/wiki/Johann_Horvath
3248;P-00749;Horváth;Alexander;28/12/1938;0;1;0;0;1;1970;https://en.wikipedia.org/wiki/Alexander_Horv%C3%A1th
3249;P-09872;Hosp;Robert;13/12/1939;0;0;0;1;1;1966;https://en.wikipedia.org/wiki/Robert_Hosp
